,year,disease,cdc_link
297,2003,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
298,2003,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
299,2003,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
300,2003,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
301,2003,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
302,2003,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
303,2003,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
304,2003,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
305,2003,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
306,2003,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
307,2003,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
308,2003,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
309,2003,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
310,2004,Acquired immunodeficiency syndrome,https://ndc.services.cdc.gov/conditions/acquired-immunodeficiency-syndrome/
311,2004,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
312,2004,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
313,2004,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
314,2004,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
315,2004,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
316,2004,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
317,2004,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
318,2004,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
319,2004,"Chlamydia trachomatis, genital infections",https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-genital-infections/
320,2004,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
321,2004,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
322,2004,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
323,2004,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
324,2004,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
325,2004,Ehrlichiosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis/
326,2004,Human granulocytic ehrlichiosis,https://ndc.services.cdc.gov/conditions/human-granulocytic-ehrlichiosis/
327,2004,Human monocytic ehrlichiosis,https://ndc.services.cdc.gov/conditions/human-monocytic-ehrlichiosis/
328,2004,Other or unspecified human ehrlichiosis,https://ndc.services.cdc.gov/conditions/other-or-unspecified-human-ehrlichiosis/
329,2004,Enterohemorrhagic Escherichia coli,https://ndc.services.cdc.gov/conditions/enterohemorrhagic-escherichia-coli/
330,2004,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
331,2004,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
332,2004,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
333,2004,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
334,2004,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
335,2004,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
336,2004,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
337,2004,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
338,2004,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
339,2004,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
340,2004,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
341,2004,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
342,2004,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
343,2004,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
344,2004,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
345,2004,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
346,2004,Measles,https://ndc.services.cdc.gov/conditions/measles/
347,2004,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
348,2004,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
349,2004,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
350,2004,Plague,https://ndc.services.cdc.gov/conditions/plague/
351,2004,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
352,2004,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
353,2004,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
354,2004,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
355,2004,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
356,2004,Rocky Mountain spotted fever,https://ndc.services.cdc.gov/conditions/rocky-mountain-spotted-fever/
357,2004,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
358,2004,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
359,2004,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
360,2004,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
361,2004,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
362,2004,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
363,2004,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
364,2004,"Streptococcus disease, invasive, Group A",https://ndc.services.cdc.gov/conditions/streptococcus-disease-invasive-group-a/
365,2004,"Streptococcus pneumoniae, drug-resistant invasive disease",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-drug-resistant-invasive-disease/
366,2004,"Streptococcus pneumoniae, invasive disease (child, <5 years)",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-invasive-disease-child/
367,2004,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
368,2004,Neurosyphilis,https://ndc.services.cdc.gov/conditions/neurosyphilis/
369,2004,"Syphilis, congenital",https://ndc.services.cdc.gov/conditions/congenital-syphilis/
370,2004,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
371,2004,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
372,2004,"Syphilis, late, with clinical manifestations other than neurosyphilis",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-other-than-neurosyphilis/
373,2004,"Syphilis, latent",https://ndc.services.cdc.gov/conditions/syphilis-latent/
374,2004,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
375,2004,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
376,2004,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
377,2004,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
378,2004,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
379,2004,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
380,2004,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
381,2004,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
382,2004,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
383,2004,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
384,2004,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
385,2004,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
386,2004,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
387,2004,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
388,2005,Acquired immunodeficiency syndrome,https://ndc.services.cdc.gov/conditions/acquired-immunodeficiency-syndrome/
389,2005,Anthrax,https://ndc.services.cdc.gov/conditions/anthrax/
390,2005,"Arboviral diseases, neuroinvasive and non-neuroinvasive",https://ndc.services.cdc.gov/conditions/arboviral-diseases-neuroinvasive-and-non-neuroinvasive/
391,2005,California serogroup virus diseases,https://ndc.services.cdc.gov/conditions/california-serogroup-virus-diseases/
392,2005,Eastern equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/eastern-equine-encephalitis-virus-disease/
393,2005,Powassan virus disease,https://ndc.services.cdc.gov/conditions/powassan-virus-disease/
394,2005,St. Louis encephalitis virus disease,https://ndc.services.cdc.gov/conditions/st-louis-encephalitis-virus-disease/
395,2005,West Nile virus disease,https://ndc.services.cdc.gov/conditions/west-nile-virus-disease/
396,2005,Western equine encephalitis virus disease,https://ndc.services.cdc.gov/conditions/western-equine-encephalitis-virus-disease/
397,2005,Botulism,https://ndc.services.cdc.gov/conditions/botulism/
398,2005,"Botulism, foodborne",https://ndc.services.cdc.gov/conditions/botulism-foodborne/
399,2005,"Botulism, infant",https://ndc.services.cdc.gov/conditions/botulism-infant/
400,2005,"Botulism, other",https://ndc.services.cdc.gov/conditions/botulism-other/
401,2005,"Botulism, wound",https://ndc.services.cdc.gov/conditions/botulism-wound/
402,2005,Brucellosis,https://ndc.services.cdc.gov/conditions/brucellosis/
403,2005,Chancroid,https://ndc.services.cdc.gov/conditions/chancroid/
404,2005,"Chlamydia trachomatis, genital infections",https://ndc.services.cdc.gov/conditions/chlamydia-trachomatis-genital-infections/
405,2005,Cholera,https://ndc.services.cdc.gov/conditions/cholera/
406,2005,Coccidioidomycosis,https://ndc.services.cdc.gov/conditions/coccidioidomycosis/
407,2005,Cryptosporidiosis,https://ndc.services.cdc.gov/conditions/cryptosporidiosis/
408,2005,Cyclosporiasis,https://ndc.services.cdc.gov/conditions/cyclosporiasis/
409,2005,Diphtheria,https://ndc.services.cdc.gov/conditions/diphtheria/
410,2005,Ehrlichiosis,https://ndc.services.cdc.gov/conditions/ehrlichiosis/
411,2005,Human granulocytic ehrlichiosis,https://ndc.services.cdc.gov/conditions/human-granulocytic-ehrlichiosis/
412,2005,Human monocytic ehrlichiosis,https://ndc.services.cdc.gov/conditions/human-monocytic-ehrlichiosis/
413,2005,Other or unspecified human ehrlichiosis,https://ndc.services.cdc.gov/conditions/other-or-unspecified-human-ehrlichiosis/
414,2005,Enterohemorrhagic Escherichia coli,https://ndc.services.cdc.gov/conditions/enterohemorrhagic-escherichia-coli/
415,2005,Giardiasis,https://ndc.services.cdc.gov/conditions/giardiasis/
416,2005,Gonorrhea,https://ndc.services.cdc.gov/conditions/gonorrhea/
417,2005,"Haemophilus influenzae, invasive disease",https://ndc.services.cdc.gov/conditions/haemophilus-influenzae-invasive-disease/
418,2005,Hansen's disease,https://ndc.services.cdc.gov/conditions/hansens-disease/
419,2005,Hantavirus pulmonary syndrome,https://ndc.services.cdc.gov/conditions/hantavirus-pulmonary-syndrome/
420,2005,"Hemolytic uremic syndrome, post-diarrheal",https://ndc.services.cdc.gov/conditions/hemolytic-uremic-syndrome-post-diarrheal/
421,2005,"Hepatitis A, acute",https://ndc.services.cdc.gov/conditions/hepatitis-a-acute/
422,2005,"Hepatitis B, acute",https://ndc.services.cdc.gov/conditions/hepatitis-b-acute-historical-version/
423,2005,"Hepatitis B, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-b-chronic-historical-version/
424,2005,"Hepatitis B, perinatal infection",https://ndc.services.cdc.gov/conditions/hepatitis-b-perinatal-virus-infection/
425,2005,"Hepatitis C, acute",https://ndc.services.cdc.gov/conditions/hepatitis-c-acute/
426,2005,"Hepatitis C, chronic",https://ndc.services.cdc.gov/conditions/hepatitis-c-chronic/
427,2005,Influenza-associated pediatric mortality,https://ndc.services.cdc.gov/conditions/influenza-associated-pediatric-mortality/
428,2005,Legionellosis,https://ndc.services.cdc.gov/conditions/legionellosis/
429,2005,Listeriosis,https://ndc.services.cdc.gov/conditions/listeriosis/
430,2005,Lyme disease,https://ndc.services.cdc.gov/conditions/lyme-disease/
431,2005,Malaria,https://ndc.services.cdc.gov/conditions/malaria/
432,2005,Measles,https://ndc.services.cdc.gov/conditions/measles/
433,2005,Meningococcal disease,https://ndc.services.cdc.gov/conditions/meningococcal-disease/
434,2005,Mumps,https://ndc.services.cdc.gov/conditions/mumps/
435,2005,Pertussis,https://ndc.services.cdc.gov/conditions/pertussis/
436,2005,Plague,https://ndc.services.cdc.gov/conditions/plague/
437,2005,"Poliomyelitis, paralytic",https://ndc.services.cdc.gov/conditions/poliomyelitis-paralytic/
438,2005,Psittacosis,https://ndc.services.cdc.gov/conditions/psittacosis/
439,2005,Q fever,https://ndc.services.cdc.gov/conditions/q-fever/
440,2005,"Rabies, animal",https://ndc.services.cdc.gov/conditions/rabies-animal/
441,2005,"Rabies, human",https://ndc.services.cdc.gov/conditions/rabies-human/
442,2005,Rocky Mountain spotted fever,https://ndc.services.cdc.gov/conditions/rocky-mountain-spotted-fever/
443,2005,Rubella,https://ndc.services.cdc.gov/conditions/rubella/
444,2005,"Rubella, congenital syndrome",https://ndc.services.cdc.gov/conditions/rubella-congenital-syndrome/
445,2005,Salmonellosis,https://ndc.services.cdc.gov/conditions/salmonellosis/
446,2005,Severe acute respiratory syndrome-associated coronavirus disease,https://ndc.services.cdc.gov/conditions/severe-acute-respiratory-syndrome-associated-coronavirus-disease/
447,2005,Shigellosis,https://ndc.services.cdc.gov/conditions/shigellosis/
448,2005,Smallpox,https://ndc.services.cdc.gov/conditions/smallpox/
449,2005,Streptococcal toxic shock syndrome,https://ndc.services.cdc.gov/conditions/streptococcal-toxic-shock-syndrome/
450,2005,"Streptococcus disease, invasive, Group A",https://ndc.services.cdc.gov/conditions/streptococcus-disease-invasive-group-a/
451,2005,"Streptococcus pneumoniae, drug-resistant invasive disease",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-drug-resistant-invasive-disease/
452,2005,"Streptococcus pneumoniae, invasive disease (child, <5 years)",https://ndc.services.cdc.gov/conditions/streptococcus-pneumoniae-invasive-disease-child/
453,2005,Syphilis,https://ndc.services.cdc.gov/conditions/syphilis/
454,2005,Neurosyphilis,https://ndc.services.cdc.gov/conditions/neurosyphilis/
455,2005,"Syphilis, congenital",https://ndc.services.cdc.gov/conditions/congenital-syphilis/
456,2005,"Syphilis, early latent",https://ndc.services.cdc.gov/conditions/syphilis-early-latent/
457,2005,"Syphilis, late latent",https://ndc.services.cdc.gov/conditions/syphilis-late-latent/
458,2005,"Syphilis, late, with clinical manifestations other than neurosyphilis",https://ndc.services.cdc.gov/conditions/syphilis-late-with-clinical-manifestations-other-than-neurosyphilis/
459,2005,"Syphilis, latent",https://ndc.services.cdc.gov/conditions/syphilis-latent/
460,2005,"Syphilis, latent unknown duration",https://ndc.services.cdc.gov/conditions/syphilis-latent-unknown-duration/
461,2005,"Syphilis, primary",https://ndc.services.cdc.gov/conditions/syphilis-primary/
462,2005,"Syphilis, secondary",https://ndc.services.cdc.gov/conditions/syphilis-secondary/
463,2005,Syphilitic stillbirth,https://ndc.services.cdc.gov/conditions/syphilitic-stillbirth/
464,2005,Tetanus,https://ndc.services.cdc.gov/conditions/tetanus/
465,2005,Toxic shock syndrome (other than streptococcal),https://ndc.services.cdc.gov/conditions/toxic-shock-syndrome-other-than-streptococcal/
466,2005,Trichinellosis,https://ndc.services.cdc.gov/conditions/trichinellosis/
467,2005,Tuberculosis,https://ndc.services.cdc.gov/conditions/tuberculosis/
468,2005,Tularemia,https://ndc.services.cdc.gov/conditions/tularemia/
469,2005,Typhoid fever,https://ndc.services.cdc.gov/conditions/typhoid-fever/
470,2005,Vancomycin-intermediate Staphylococcus aureus and Vancomycin-resistant Staphylococcus aureus,https://ndc.services.cdc.gov/conditions/vancomycin-intermediate-staphylococcus-aureus-and-vancomycin-resistant-staphylococcus-aureus/
471,2005,Varicella,https://ndc.services.cdc.gov/conditions/varicella/
472,2005,Varicella deaths,https://ndc.services.cdc.gov/conditions/varicella-deaths/
473,2005,Yellow fever,https://ndc.services.cdc.gov/conditions/yellow-fever/
